keyword,document_frequency,idf
establish,105,7.2589
established,105,7.2589
establishes,105,7.2589
establishing,105,7.2589
establishment,105,7.2589
establishments,105,7.2589
estate,16,9.0875
estates,16,9.0875
este,7,9.8411
esteemed,1,11.2273
estella,1,11.2273
estelle,2,10.8218
ester,1,11.2273
estes,7,9.8411
esteves,1,11.2273
estevesz,1,11.2273
estevez,3,10.5342
esther,6,9.9746
estimate,35,8.3375
estimated,35,8.3375
estimates,35,8.3375
estimation,35,8.3375
estivation,1,11.2273
estlin,1,11.2273
estonia,5,10.1288
estoy,1,11.2273
estrada,1,11.2273
estragon,1,11.2273
estranged,1,11.2273
estremadoyro,1,11.2273
estrogen,2,10.8218
estuaries,2,10.8218
estuary,2,10.8218
eswatini,2,10.8218
et,5,10.1288
et3,1,11.2273
etat,1,11.2273
etc,3,10.5342
etch,1,11.2273
etcher,1,11.2273
eternal,20,8.8763
eternity,20,8.8763
eth,1,11.2273
ethan,9,9.618
ethanol,1,11.2273
ethel,10,9.5227
ethene,1,11.2273
etheric,1,11.2273
ethic,2,10.8218
ethical,2,10.8218
ethiopia,14,9.2126
ethiopian,4,10.3111
ethiopias,14,9.2126
ethnic,15,9.1481
ethnicity,15,9.1481
ethnoornithology,1,11.2273
ethnos,1,11.2273
ethology,2,10.8218
ethopia,1,11.2273
ethylene,2,10.8218
etienne,1,11.2273
etna,2,10.8218
etruscan,1,11.2273
etta,5,10.1288
ettingers,1,11.2273
ettore,1,11.2273
etudes,1,11.2273
etymologist,2,10.8218
etymologists,2,10.8218
etymology,2,10.8218
eu,31,8.4552
eua,1,11.2273
eubanks,1,11.2273
euboea,1,11.2273
eucalyptus,4,10.3111
eucharist,1,11.2273
euclid,6,9.9746
eudyptes,1,11.2273
eug,15,9.1481
eugene,9,9.618
eugenio,2,10.8218
eukanuba,1,11.2273
eukaryotic,3,10.5342
euler,29,8.5197
eulerian,1,11.2273
eulers,29,8.5197
eulogy,1,11.2273
eumenides,1,11.2273
eunice,1,11.2273
eunuch,1,11.2273
euphegenia,1,11.2273
euphemism,1,11.2273
euphemistic,1,11.2273
euphoria,1,11.2273
euphrates,5,10.1288
eupraksia,1,11.2273
eurasia,3,10.5342
eurasian,3,10.5342
eureka,1,11.2273
euro,15,9.1481
euroleague,1,11.2273
europa,3,10.5342
europe,145,6.9394
european,261,6.3568
europeans,261,6.3568
europos,1,11.2273
euroregion,7,9.8411
eurovision,16,9.0875
eurozone,1,11.2273
eurydike,1,11.2273
eurythmics,1,11.2273
eusebio,1,11.2273
eusocial,1,11.2273
eustace,12,9.3557
euston,1,11.2273
euterpe,1,11.2273
euthanasia,2,10.8218
euthanised,1,11.2273
ev,37,8.2835
eva,30,8.487
evacuate,4,10.3111
evacuated,4,10.3111
evacuation,4,10.3111
evacuees,2,10.8218
evan,36,8.3102
evanescence,21,8.8298
evanescences,21,8.8298
evangelical,1,11.2273
evangeline,1,11.2273
evangelist,2,10.8218
evangelista,2,10.8218
evanovichs,2,10.8218
evans,36,8.3102
evanston,2,10.8218
evaporated,5,10.1288
evaporating,5,10.1288
evaporation,5,10.1288
evapotranspiration,1,11.2273
evariste,1,11.2273
evasion,1,11.2273
evazan,1,11.2273
eve,37,8.2835
eveline,1,11.2273
evelyn,3,10.5342
even,91,7.4003
evenflow,1,11.2273
evening,91,7.4003
evenings,91,7.4003
evenly,2,10.8218
evens,91,7.4003
event,187,6.6874
events,187,6.6874
eventual,38,8.2575
eventually,38,8.2575
ever,220,6.5262
everbody,1,11.2273
everdeen,2,10.8218
everdeens,2,10.8218
everest,25,8.6628
everett,7,9.8411
everglades,1,11.2273
evergreen,6,9.9746
everheart,1,11.2273
everlast,3,10.5342
everlasting,3,10.5342
evers,220,6.5262
everton,1,11.2273
every,183,6.7088
everybody,40,8.2076
everybodys,40,8.2076
everyday,10,9.5227
everyone,38,8.2575
everyones,38,8.2575
everythin,1,11.2273
everywhere,4,10.3111
eves,37,8.2835
evgalvasil,1,11.2273
evgeni,2,10.8218
evgeny,2,10.8218
evicted,1,11.2273
evidence,18,8.9763
evie,1,11.2273
evigan,1,11.2273
evil,76,7.578
evilheart,1,11.2273
evilness,76,7.578
evils,76,7.578
evinrude,1,11.2273
evita,6,9.9746
evoked,2,10.8218
evokes,2,10.8218
evolution,10,9.5227
evolutionary,5,10.1288
evolve,45,8.0926
evolved,45,8.0926
evolves,45,8.0926
evry,2,10.8218
ew,10,9.5227
ewan,2,10.8218
ewbank,1,11.2273
ewe,10,9.5227
ewell,1,11.2273
ewes,10,9.5227
ewing,10,9.5227
ewok,1,11.2273
ex,53,7.9324
exact,9,9.618
exactly,15,9.1481
exaggerated,3,10.5342
exaggeration,3,10.5342
exalts,1,11.2273
exam,3,10.5342
examination,15,9.1481
examine,15,9.1481
examined,15,9.1481
examiner,15,9.1481
examining,15,9.1481
example,35,8.3375
examples,35,8.3375
excalibur,3,10.5342
excavation,2,10.8218
excavations,2,10.8218
excedrin,2,10.8218
exceed,4,10.3111
exceeded,2,10.8218
exceeding,2,10.8218
exceeds,4,10.3111
excel,19,8.925
excelled,19,8.925
excellency,19,8.925
excellent,19,8.925
excelsior,1,11.2273
except,58,7.8439
exception,58,7.8439
exceptional,58,7.8439
excercised,1,11.2273
excerpt,5,10.1288
excerpted,5,10.1288
excess,14,9.2126
excesses,14,9.2126
excessive,14,9.2126
excessively,14,9.2126
exchange,25,8.6628
exchanged,25,8.6628
exchanges,25,8.6628
excitability,7,9.8411
excited,7,9.8411
excitement,7,9.8411
exciting,7,9.8411
exclaim,1,11.2273
exclamation,2,10.8218
exclave,5,10.1288
excluded,13,9.2816
excluding,13,9.2816
exclusive,19,8.925
exclusively,19,8.925
excommunicated,3,10.5342
excommunicating,3,10.5342
excommunication,3,10.5342
excretion,1,11.2273
excuse,3,10.5342
execute,51,7.9701
executed,51,7.9701
executing,51,7.9701
execution,51,7.9701
executive,51,7.9701
executives,51,7.9701
exercise,12,9.3557
exercised,12,9.3557
exercises,12,9.3557
exerted,1,11.2273
exeter,2,10.8218
exhale,2,10.8218
exhausted,1,11.2273
exhibit,9,9.618
exhibited,9,9.618
exhibition,9,9.618
exhibits,9,9.618
exhumed,1,11.2273
exidor,1,11.2273
exile,10,9.5227
exiled,10,9.5227
exist,80,7.5274
existed,80,7.5274
existence,80,7.5274
existences,80,7.5274
existent,80,7.5274
existing,80,7.5274
exists,80,7.5274
exit,5,10.1288
exiting,5,10.1288
exits,5,10.1288
exitus,1,11.2273
exocoetidae,1,11.2273
exodus,11,9.4357
exorcise,1,11.2273
exorcism,4,10.3111
exorcisms,4,10.3111
exorcist,13,9.2816
exorcists,13,9.2816
exosphere,1,11.2273
exotic,6,9.9746
expand,8,9.7233
expanded,8,9.7233
expands,8,9.7233
expansion,12,9.3557
expatriate,1,11.2273
expect,27,8.5887
expectancy,27,8.5887
expectation,27,8.5887
expectations,27,8.5887
expected,27,8.5887
expecting,27,8.5887
expecto,2,10.8218
expedition,17,9.0304
expeditions,17,9.0304
expelled,7,9.8411
expels,7,9.8411
expense,18,8.9763
expensive,18,8.9763
experience,45,8.0926
experienced,8,9.7233
experiences,45,8.0926
experiment,45,8.0926
experimental,4,10.3111
experiments,45,8.0926
expert,20,8.8763
experts,20,8.8763
explained,17,9.0304
explaining,17,9.0304
explains,17,9.0304
explanation,2,10.8218
explanatory,1,11.2273
explicit,5,10.1288
explode,12,9.3557
exploded,12,9.3557
explodes,12,9.3557
exploitation,6,9.9746
exploits,6,9.9746
exploration,98,7.3271
explorations,98,7.3271
explore,98,7.3271
explored,98,7.3271
explorer,98,7.3271
explorers,98,7.3271
explores,98,7.3271
exploring,98,7.3271
explosion,10,9.5227
explosions,10,9.5227
explosive,10,9.5227
exponent,3,10.5342
exponential,1,11.2273
export,14,9.2126
exported,14,9.2126
exporter,14,9.2126
exporting,14,9.2126
exports,14,9.2126
expos,1,11.2273
expose,18,8.9763
exposed,18,8.9763
exposes,18,8.9763
exposing,18,8.9763
exposition,4,10.3111
exposure,3,10.5342
express,88,7.4334
expressed,88,7.4334
expresses,88,7.4334
expressing,88,7.4334
expression,88,7.4334
expressions,88,7.4334
expressway,1,11.2273
exprssion,1,11.2273
exquisite,1,11.2273
exsist,1,11.2273
extant,3,10.5342
extend,9,9.618
extended,9,9.618
extends,9,9.618
extensible,10,9.5227
extension,10,9.5227
extensions,10,9.5227
extensive,10,9.5227
extent,2,10.8218
exterior,1,11.2273
exterminating,5,10.1288
extermination,5,10.1288
exterminator,5,10.1288
external,4,10.3111
externality,4,10.3111
externally,4,10.3111
extinct,50,7.9895
extinction,50,7.9895
extinctions,50,7.9895
extinguish,3,10.5342
extinguisher,3,10.5342
extort,2,10.8218
extorted,2,10.8218
extra,21,8.8298
extract,17,9.0304
extracted,17,9.0304
extracting,17,9.0304
extraction,17,9.0304
extraocular,1,11.2273
extraordinaire,1,11.2273
extraordinarily,2,10.8218
extraordinary,10,9.5227
extrapyramidal,1,11.2273
extraterrestrial,5,10.1288
extravagance,4,10.3111
extravagant,4,10.3111
extrema,1,11.2273
extreme,39,8.2322
extremely,39,8.2322
extruded,1,11.2273
exup,1,11.2273
exxon,1,11.2273
eye,138,6.9884
eyeball,1,11.2273
eyebrow,3,10.5342
eyebrows,3,10.5342
eyed,24,8.702
eyeglasses,3,10.5342
eyeing,138,6.9884
eyelashes,2,10.8218
eyeless,1,11.2273
eyelid,4,10.3111
eyelids,4,10.3111
eyeliner,1,11.2273
eyepiece,1,11.2273
eyes,138,6.9884
eyesight,6,9.9746
eyez,1,11.2273
eyjafjallaj,1,11.2273
eyjafjallajokull,1,11.2273
eyre,4,10.3111
eysenck,1,11.2273
ez,2,10.8218
ezcode,1,11.2273
eze,2,10.8218
ezekiel,1,11.2273
ezra,3,10.5342
f,522,5.6702
f1,5,10.1288
f4,1,11.2273
f91,1,11.2273
fa,7,9.8411
fab,6,9.9746
fabada,1,11.2273
fabbrica,2,10.8218
faber,1,11.2273
faberg,1,11.2273
fabia,1,11.2273
fabian,1,11.2273
fabini,1,11.2273
fabio,1,11.2273
fable,4,10.3111
fabled,4,10.3111
fables,4,10.3111
fabric,9,9.618
fabricating,9,9.618
fabrics,9,9.618
fabrikam,1,11.2273
fabrizio,1,11.2273
fabulous,7,9.8411
facade,3,10.5342
face,95,7.3578
facebook,2,10.8218
faced,95,7.3578
facelift,1,11.2273
faceman,1,11.2273
faces,95,7.3578
faceted,1,11.2273
facial,8,9.7233
facilities,15,9.1481
facility,15,9.1481
facing,95,7.3578
facsimile,1,11.2273
fact,49,8.0093
facta,1,11.2273
faction,5,10.1288
factions,5,10.1288
factitious,1,11.2273
facto,6,9.9746
factor,20,8.8763
factorial,28,8.5536
factories,28,8.5536
factors,20,8.8763
factory,28,8.5536
facts,49,8.0093
factual,1,11.2273
facula,4,10.3111
facultative,1,11.2273
faculties,2,10.8218
faculty,2,10.8218
faddah,1,11.2273
fadduh,12,9.3557
fade,11,9.4357
faded,11,9.4357
fading,11,9.4357
fag,1,11.2273
fagan,2,10.8218
fagerbakke,1,11.2273
faheem,1,11.2273
fahey,1,11.2273
fahrenheit,16,9.0875
fail,20,8.8763
failed,20,8.8763
failing,20,8.8763
fails,20,8.8763
failure,9,9.618
failures,9,9.618
fain,1,11.2273
faint,4,10.3111
fainted,4,10.3111
fainting,4,10.3111
faints,4,10.3111
fair,32,8.4245
fairbanks,3,10.5342
faire,32,8.4245
fairfax,2,10.8218
fairfield,1,11.2273
fairies,74,7.6043
fairly,19,8.925
fairstein,1,11.2273
fairy,74,7.6043
fairytale,2,10.8218
faith,29,8.5197
faithful,29,8.5197
faithfulness,29,8.5197
faiths,29,8.5197
faizon,1,11.2273
fajngold,1,11.2273
fake,24,8.702
fakes,24,8.702
falafel,1,11.2273
falcon,20,8.8763
falcons,20,8.8763
falk,1,11.2273
falkenlust,1,11.2273
falkland,3,10.5342
falklands,3,10.5342
falkor,1,11.2273
fall,142,6.9601
fallen,14,9.2126
fallin,1,11.2273
falling,142,6.9601
fallopian,1,11.2273
fallout,1,11.2273
falls,142,6.9601
fallujah,1,11.2273
false,2224,4.2523
falsehood,1,11.2273
falsification,1,11.2273
falsified,1,11.2273
falstaffian,1,11.2273
falta,1,11.2273
falz,1,11.2273
falzones,1,11.2273
famadihana,1,11.2273
fame,129,7.0552
famed,129,7.0552
famer,18,8.9763
famers,18,8.9763
familia,1,11.2273
familiar,4,10.3111
families,510,5.6932
family,510,5.6932
familys,510,5.6932
famine,1,11.2273
famous,1130,4.9098
famously,5,10.1288
fan,57,7.861
fancliff,1,11.2273
fancy,8,9.7233
fandango,1,11.2273
faneuil,1,11.2273
fang,5,10.1288
fangs,5,10.1288
fangtooth,1,11.2273
fannie,4,10.3111
fanning,57,7.861
fannings,57,7.861
fanny,4,10.3111
fans,57,7.861
fanta,4,10.3111
fantana,1,11.2273
fantasia,7,9.8411
fantasies,72,7.6313
fantasizes,1,11.2273
fantasmagorie,1,11.2273
fantastic,6,9.9746
fantasticks,1,11.2273
fantasy,72,7.6313
fanynka,1,11.2273
far,61,7.7944
faraday,8,9.7233
faramir,1,11.2273
faraway,2,10.8218
farber,1,11.2273
farce,1,11.2273
farciot,2,10.8218
fare,61,7.7944
farewell,7,9.8411
farfalle,2,10.8218
fargo,13,9.2816
farid,1,11.2273
farinelli,1,11.2273
farley,2,10.8218
farm,34,8.3657
farmer,27,8.5887
farmers,27,8.5887
farmhouse,1,11.2273
farming,34,8.3657
farmland,2,10.8218
farms,34,8.3657
farner,1,11.2273
farnsworh,1,11.2273
farnum,1,11.2273
faroe,1,11.2273
faroese,1,11.2273
farouk,1,11.2273
farplane,1,11.2273
farquaad,1,11.2273
farquard,1,11.2273
farrah,10,9.5227
farrar,1,11.2273
farrell,3,10.5342
farrelly,1,11.2273
farringdon,1,11.2273
farroukh,1,11.2273
farrow,5,10.1288
farsi,1,11.2273
farson,1,11.2273
farther,1,11.2273
farthest,2,10.8218
farve,2,10.8218
fasciculatum,1,11.2273
fascinated,6,9.9746
fascinating,6,9.9746
fascist,6,9.9746
fascists,6,9.9746
fashion,84,7.4793
fashionable,84,7.4793
fashioned,84,7.4793
faso,4,10.3111
fast,66,7.7169
fasten,5,10.1288
fastened,5,10.1288
fasteners,5,10.1288
faster,9,9.618
fastest,21,8.8298
fasting,66,7.7169
fat,85,7.4676
fata,1,11.2273
fatal,21,8.8298
fatale,21,8.8298
fatalis,1,11.2273
fatalities,21,8.8298
fatally,21,8.8298
fate,85,7.4676
fated,85,7.4676
fates,85,7.4676
fatha,1,11.2273
fathead,1,11.2273
father,384,5.9741
fathered,384,5.9741
fatherhood,1,11.2273
fathering,384,5.9741
fatherland,1,11.2273
fatherless,1,11.2273
fathers,384,5.9741
fatigue,4,10.3111
fatophobia,1,11.2273
fator,1,11.2273
fats,85,7.4676
fatso,4,10.3111
fattening,1,11.2273
fattest,2,10.8218
fatti,9,9.618
fatty,9,9.618
fatu,3,10.5342
fauchard,1,11.2273
faulkner,3,10.5342
faulknerian,2,10.8218
fault,3,10.5342
faulty,1,11.2273
faun,2,10.8218
fauna,3,10.5342
faurot,2,10.8218
faustian,1,11.2273
faustina,1,11.2273
faustino,1,11.2273
faustus,1,11.2273
fauvism,1,11.2273
favela,1,11.2273
faversham,1,11.2273
favor,14,9.2126
favorable,14,9.2126
favored,14,9.2126
favorite,100,7.3071
favour,2,10.8218
favouring,2,10.8218
favourite,17,9.0304
favre,8,9.7233
favres,8,9.7233
fawcett,9,9.618
fawcetts,9,9.618
fawkes,2,10.8218
fawlty,1,11.2273
fawn,4,10.3111
fax,1,11.2273
fay,4,10.3111
fayard,1,11.2273
faye,3,10.5342
fayed,4,10.3111
fayette,2,10.8218
fayne,2,10.8218
faynes,2,10.8218
fazal,1,11.2273
fazio,1,11.2273
fbi,24,8.702
fbis,24,8.702
fc,6,9.9746
fcc,1,11.2273
fck,1,11.2273
fd8,1,11.2273
fda,1,11.2273
fdr,9,9.618
fe,13,9.2816
fe8,1,11.2273
fealty,1,11.2273
fear,192,6.6612
feared,192,6.6612
fearful,192,6.6612
fearin,1,11.2273
fearing,192,6.6612
fearless,1,11.2273
fearow,1,11.2273
fears,192,6.6612
feasible,1,11.2273
feast,13,9.2816
feasts,13,9.2816
feat,6,9.9746
feather,14,9.2126
featherless,1,11.2273
feathers,14,9.2126
featherstone,1,11.2273
featherwhisker,1,11.2273
feats,6,9.9746
feature,564,5.5937
featured,564,5.5937
featureless,1,11.2273
features,564,5.5937
featuring,564,5.5937
feb,1,11.2273
febriphobia,1,11.2273
february,110,7.2129
febuary,1,11.2273
fecal,1,11.2273
fecundo,1,11.2273
fed,5,10.1288
federal,51,7.9701
federalist,2,10.8218
federated,51,7.9701
federation,51,7.9701
federative,51,7.9701
federer,51,7.9701
federico,2,10.8218
fedex,1,11.2273
fedora,1,11.2273
fedotov,1,11.2273
fedynskij,1,11.2273
fee,13,9.2816
feed,38,8.2575
feeder,1,11.2273
feeding,38,8.2575
feeds,38,8.2575
feel,90,7.4112
feelgood,1,11.2273
feelin,5,10.1288
feeling,90,7.4112
feelings,90,7.4112
feels,90,7.4112
feeney,1,11.2273
feeny,1,11.2273
fees,13,9.2816
feet,74,7.6043
feig,1,11.2273
feigner,1,11.2273
feijohada,1,11.2273
feilds,1,11.2273
fein,1,11.2273
feisty,1,11.2273
feldman,4,10.3111
feldon,3,10.5342
feli,2,10.8218
felicis,1,11.2273
felicitas,2,10.8218
felicity,1,11.2273
felimath,1,11.2273
feline,4,10.3111
felipe,7,9.8411
felis,2,10.8218
felix,14,9.2126
felixs,14,9.2126
fell,28,8.5536
fella,3,10.5342
fellas,3,10.5342
feller,2,10.8218
fellini,4,10.3111
fellinis,4,10.3111
fellow,22,8.7853
fellows,22,8.7853
fellowship,17,9.0304
felon,1,11.2273
felonious,5,10.1288
felony,5,10.1288
felsic,1,11.2273
felt,14,9.2126
felton,7,9.8411
feltons,7,9.8411
female,302,6.2121
females,302,6.2121
femine,1,11.2273
feminine,1,11.2273
feminist,7,9.8411
femme,3,10.5342
femmes,3,10.5342
femoral,1,11.2273
femur,2,10.8218
fen,3,10.5342
fence,8,9.7233
fences,8,9.7233
fencing,8,9.7233
fender,2,10.8218
fenech,1,11.2273
fenfir,1,11.2273
feng,4,10.3111
fenix,3,10.5342
fennec,2,10.8218
fenny,1,11.2273
fenrir,1,11.2273
fenris,1,11.2273
fenstud,1,11.2273
fenton,1,11.2273
fenway,2,10.8218
feo,1,11.2273
fer,1,11.2273
ferb,8,9.7233
ferbs,8,9.7233
ferdinand,25,8.6628
feretrophobia,1,11.2273
fergie,13,9.2816
fergies,13,9.2816
ferguson,7,9.8411
ferm,1,11.2273
fermentation,8,9.7233
fermented,8,9.7233
fermi,5,10.1288
fermiac,1,11.2273
fermina,1,11.2273
fermium,1,11.2273
fern,4,10.3111
fernandez,2,10.8218
fernando,7,9.8411
ferns,4,10.3111
feronia,1,11.2273
ferophobia,1,11.2273
ferradas,1,11.2273
ferrara,1,11.2273
ferrari,4,10.3111
ferrell,20,8.8763
ferrells,20,8.8763
ferrer,1,11.2273
ferrera,1,11.2273
ferret,2,10.8218
ferrets,2,10.8218
ferrigno,5,10.1288
ferris,16,9.0875
ferromagnetic,1,11.2273
ferronaire,1,11.2273
ferry,16,9.0875
ferryman,1,11.2273
fertile,12,9.3557
fertility,12,9.3557
fertilize,12,9.3557
fertilized,12,9.3557
fertilizer,12,9.3557
ferunt,1,11.2273
fes,13,9.2816
fescue,1,11.2273
fesnyng,1,11.2273
fess,2,10.8218
fest,1,11.2273
fester,2,10.8218
festival,66,7.7169
festivals,66,7.7169
festive,66,7.7169
festivities,66,7.7169
festivus,9,9.618
festus,1,11.2273
feta,2,10.8218
fetch,4,10.3111
fetched,4,10.3111
fetches,4,10.3111
fete,1,11.2273
fetid,1,11.2273
fetus,6,9.9746
fetuses,1,11.2273
feud,9,9.618
feudal,4,10.3111
feudalism,4,10.3111
feuding,9,9.618
fever,25,8.6628
few,62,7.7784
fewer,1,11.2273
fewest,1,11.2273
fey,2,10.8218
feya,1,11.2273
fez,2,10.8218
fezzik,1,11.2273
fh,2,10.8218
fhms,1,11.2273
fi,46,8.0711
fianarantsoa,1,11.2273
fianc,13,9.2816
fiance,13,9.2816
fiancee,1,11.2273
fiances,13,9.2816
fiat,3,10.5342
fiba,1,11.2273
fibber,1,11.2273
fiber,9,9.618
fiberfill,1,11.2273
fiberglass,2,10.8218
fibers,9,9.618
fiboluuminescence,1,11.2273
fibonacci,4,10.3111
fibre,1,11.2273
fibreglass,1,11.2273
fibrin,2,10.8218
fibromyalgia,8,9.7233
fibromyalgya,1,11.2273
fibrous,1,11.2273
fibula,1,11.2273
fichte,1,11.2273
fiction,393,5.9512
fictional,393,5.9512
fictionalized,393,5.9512
fictitious,4,10.3111
ficus,1,11.2273
fiddle,4,10.3111
fiddler,4,10.3111
fide,2,10.8218
fidel,21,8.8298
fidelis,2,10.8218
fideua,1,11.2273
fido,2,10.8218
fidrych,1,11.2273
fie,46,8.0711
fief,1,11.2273
field,139,6.9813
fielder,6,9.9746
fielders,6,9.9746
fielding,139,6.9813
fields,139,6.9813
fiennes,1,11.2273
fierce,6,9.9746
fierceness,6,9.9746
fiero,1,11.2273
fiery,1,11.2273
fiesta,3,10.5342
fifa,18,8.9763
fife,2,10.8218
fifi,2,10.8218
fifteen,10,9.5227
fifteenth,2,10.8218
fifth,52,7.9511
fifths,52,7.9511
fifty,5,10.1288
fig,7,9.8411
figaro,1,11.2273
figg,1,11.2273
fight,127,7.0707
fighter,30,8.487
fighters,30,8.487
fightin,3,10.5342
fighting,127,7.0707
fights,127,7.0707
figment,1,11.2273
figs,7,9.8411
figurative,100,7.3071
figuratively,100,7.3071
figure,100,7.3071
figured,100,7.3071
figures,100,7.3071
fiji,6,9.9746
fijian,1,11.2273
filament,1,11.2273
filch,2,10.8218
filchner,1,11.2273
file,38,8.2575
filed,38,8.2575
files,38,8.2575
filing,38,8.2575
filipinas,1,11.2273
filipino,24,8.702
filipinos,24,8.702
fill,52,7.9511
filled,52,7.9511
filler,1,11.2273
fillies,4,10.3111
filling,52,7.9511
fillmore,2,10.8218
fills,52,7.9511
filly,4,10.3111
film,1204,4.8477
filmed,1204,4.8477
filmic,1,11.2273
filming,1204,4.8477
filmmaker,10,9.5227
filmmakers,10,9.5227
filmmaking,10,9.5227
filmnapoleon,1,11.2273
filmore,1,11.2273
films,1204,4.8477
filter,4,10.3111
filters,4,10.3111
filthy,1,11.2273
filtration,1,11.2273
fin,51,7.9701
fina,1,11.2273
finacee,1,11.2273
final,233,6.4693
finale,233,6.4693
finalist,3,10.5342
finally,233,6.4693
finals,233,6.4693
finance,7,9.8411
financed,7,9.8411
financial,8,9.7233
financially,8,9.7233
financing,7,9.8411
finasteride,1,11.2273
finch,7,9.8411
finchale,1,11.2273
finchs,7,9.8411
finction,1,11.2273
find,258,6.3682
finding,258,6.3682
findings,258,6.3682
finds,258,6.3682
fine,51,7.9701
fined,51,7.9701
finer,2,10.8218
fines,51,7.9701
finest,4,10.3111
finger,37,8.2835
fingered,37,8.2835
fingerlike,1,11.2273
fingernail,2,10.8218
fingernails,2,10.8218
fingerprint,10,9.5227
fingerprints,10,9.5227
fingers,37,8.2835
fingertips,4,10.3111
finicky,1,11.2273
finis,1,11.2273
finish,168,6.7936
finished,168,6.7936
finishes,168,6.7936
finishing,168,6.7936
finita,1,11.2273
finite,2,10.8218
finklea,1,11.2273
finland,30,8.487
finlandia,3,10.5342
finlay,1,11.2273
finn,11,9.4357
finned,51,7.9701
finney,5,10.1288
finnish,19,8.925
finno,1,11.2273
finns,11,9.4357
fins,51,7.9701
finster,1,11.2273
fiona,15,9.1481
fionas,15,9.1481
fiorentina,1,11.2273
fiorina,1,11.2273
fiorucci,1,11.2273
fir,190,6.6716
fire,190,6.6716
firearm,5,10.1288
firearms,5,10.1288
firebird,1,11.2273
firebolt,1,11.2273
firebug,1,11.2273
fired,190,6.6716
firefall,1,11.2273
firefighter,4,10.3111
firefighters,4,10.3111
firefighting,4,10.3111
fireflies,4,10.3111
firefly,4,10.3111
fireheart,2,10.8218
firehouse,1,11.2273
firelight,1,11.2273
fireman,3,10.5342
firemen,2,10.8218
firemens,2,10.8218
firemoney,1,11.2273
firenze,1,11.2273
firepaw,1,11.2273
fireplace,3,10.5342
fireplay,1,11.2273
fires,190,6.6716
firestars,3,10.5342
firestarter,2,10.8218
firewall,2,10.8218
firewire,1,11.2273
firewood,2,10.8218
fireworks,2,10.8218
firing,190,6.6716
firkin,1,11.2273
firm,11,9.4357
firmness,11,9.4357
first,3419,3.843
firstborn,1,11.2273
firsts,3419,3.843
firth,2,10.8218
fiscal,1,11.2273
fischer,19,8.925
fish,114,7.1775
fishburne,1,11.2273
fished,114,7.1775
fisher,14,9.2126
fisherman,6,9.9746
fishermen,5,10.1288
fishermens,5,10.1288
fishes,114,7.1775
fishing,114,7.1775
fishman,1,11.2273
fishs,114,7.1775
fishy,1,11.2273
fisk,4,10.3111
fission,1,11.2273
fist,16,9.0875
fistful,16,9.0875
fisto,1,11.2273
fistula,1,11.2273
fit,19,8.925
fitch,2,10.8218
fitness,19,8.925
fits,19,8.925
fitted,19,8.925
fitzcairn,1,11.2273
fitzgerald,10,9.5227
fitzgeralds,10,9.5227
fitzpatrick,2,10.8218
five,168,6.7936
fiver,2,10.8218
fix,11,9.4357
fixed,11,9.4357
fixing,11,9.4357
fixture,3,10.5342
fixx,2,10.8218
fiyero,1,11.2273
fizz,1,11.2273
fjaroabyggo,1,11.2273
fjords,1,11.2273
fl,4,10.3111
fl1,1,11.2273
flack,1,11.2273
flag,162,6.8296
flagg,2,10.8218
flagged,162,6.8296
flaggs,2,10.8218
flags,162,6.8296
flagship,1,11.2273
flagstaff,3,10.5342
flaherty,1,11.2273
flair,3,10.5342
flairs,3,10.5342
flak,4,10.3111
flakes,4,10.3111
flamboyant,4,10.3111
flamboyantly,1,11.2273
flame,13,9.2816
flamel,1,11.2273
flamenco,2,10.8218
flames,13,9.2816
flaming,13,9.2816
flamingo,10,9.5227
flamingos,10,9.5227
flammable,1,11.2273
flanders,4,10.3111
flanigan,1,11.2273
flank,1,11.2273
flannel,1,11.2273
flannigan,1,11.2273
flap,2,10.8218
flapping,2,10.8218
flash,13,9.2816
flashback,4,10.3111
flashbacks,4,10.3111
flashdance,1,11.2273
flashed,13,9.2816
flashing,13,9.2816
flashlight,3,10.5342
flashy,1,11.2273
flask,1,11.2273
flat,19,8.925
flatbed,1,11.2273
flatbread,2,10.8218
flatkaka,1,11.2273
flatliners,1,11.2273
flats,19,8.925
flatt,1,11.2273
flattery,1,11.2273
flattop,1,11.2273
flatulence,1,11.2273
flautist,1,11.2273
flav,2,10.8218
flavian,1,11.2273
flavio,1,11.2273
flavius,1,11.2273
flavonoids,3,10.5342
flavor,33,8.3947
flavored,33,8.3947
flavoring,33,8.3947
flavors,33,8.3947
flavour,4,10.3111
flavours,4,10.3111
flavs,2,10.8218
flaws,1,11.2273
flax,4,10.3111
flay,1,11.2273
